segment_id,chord_type,rootoffset,globalkey
0,M,0,F
1,M,1,F
2,M,0,F
3,M,5,F
4,Mm7,1,F
5,M,0,F
6,m,3,F
7,m,2,F
8,M,1,F
9,M,0,F
10,M,1,F
