segment_id,chord_type,rootoffset,globalkey
0,M,0,F
1,M,1,F
2,Mm7,3,F
3,m,2,F
4,M,3,F
5,Mm7,5,F
6,m,4,F
7,M,5,F
8,m,4,F
9,Mm7,2,F
10,M,1,F
11,Mm7,2,F
12,M,1,F
